companyName,aliases,region,country,city,categories,tier,website,primaryEvidenceUrl,productCount,evidenceCount,aiUseCases,aiFitScore,marketExpansionScore,financingLiftScore,commercializationScore,dataReadinessScore,evidenceQualityScore,opportunityScore,scoreReasons,gaps
Abigo Medical AB,,Europe,SE,Askim,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K171225,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Access Vascular, Inc.",,US,US,Ballerica,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K243941,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Actigraph, LLC",,US,US,Pensacola,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K231532,1,1,远程监测风险分层与异常预警,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Adaptive Video, Inc.",,US,US,Novato,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K943158,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Agfa Healthcare Corporation,,US,US,Greenville,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K081963,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Akzona, Inc.",,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K801435,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Ali-Oop Co., Inc.",,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K813356,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Allergan Medical Optics,,US,US,Anasco,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K924235,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"American Threshold Industries, Inc.",,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K832487,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Analytical Products, Inc.",,US,US,Belmont,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K843360,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Andover Medical, Inc.",,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K823414,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Andros Analyzers, Inc.",,US,US,Berkeley,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K892869,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Angiosystems, Inc.",,US,US,Great Neck,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K905464,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Anulex Technologies, Inc.",,US,US,Minnetonka,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K112849,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Applied Diabetes Research, Inc.",,US,US,Dana Point,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K041152,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Ascensia Diabetes Care U.S., Inc.",,US,US,Parsippany,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K250813,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Atcor Medical Pty, Ltd.",,US,US,"Washington, D.C.",,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070795,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Athena Gtx, Inc.",,US,US,Johnson,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K233354,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Atheus Corp.,,US,US,Los Angeles,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K905606,1,1,远程监测风险分层与异常预警,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Atlantic Therapeutics, Ltd.",,Europe,IE,Galway,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K192357,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Atrility Medical, LLC",,US,US,Madison,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K200674,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Auri-Stem Medical, Inc.",,US,US,Boulder,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K060158,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Avita Corporation,,US,US,Flaggstaff,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K012136,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"B.Braun Medical, Inc.",,US,US,Bethlehem,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K964929,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Basic Medical Technology, Inc.",,US,US,Ontario,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K250193,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Baxter Healthcare Corp,,US,US,Round Lake,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K974397,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Becton Dickinson Infusion Therapy Systems, Inc.",,US,US,Sandy,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K102520,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Bio-Scan S.A,,US,US,Stamford,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K013897,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Biomagnetic Technologies, Inc.",,US,US,San Diego,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K941553,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Biorest, Inc.",,US,US,San Antonio,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K873920,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Biosafety Systems, Inc.",,US,US,San Diego,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K944095,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Biotechnology, Inc.",,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K831752,1,1,远程监测风险分层与异常预警,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Biotronics Corp.,,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K771534,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Biotronik, Inc.",,US,US,Lake Oswego,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K261074,1,1,远程监测风险分层与异常预警,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Boehringer Mannheim Corp.,,US,US,Indianapolis,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K982949,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Brightheart,,Europe,FR,Paris,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K251456,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Burron Medical Products, Inc.",,US,US,Walker,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K813498,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Cambridge Cognition , Ltd., US Agent: Clementi Associates , Ltd.",,Europe,GB,Bottisham,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K161328,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Card Guard Scientific Survival , Ltd.",,US,US,Malibu,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K960553,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Cardiac Control Systems, Inc.",,US,US,Palm Coast,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K884023,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Cardiac Pacemakers, Inc.",,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K831160,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Cardiac Telecommunications,,US,US,Houston,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K000609,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Cardima, Inc.",,US,US,Fremont,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K060715,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Cardinalhealth,,US,US,Waukegan,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K252313,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Cardiovascular Diagnostics, Inc.",,US,US,Raleigh,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K981178,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Care Products, Inc.",,US,US,Waterbury,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K030216,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Care Wise Medical Products Corp.,,US,US,Morgan Hill,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K884770,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Catco Medical, Inc.",,US,US,San Antonio,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K944504,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Cerebral Assessment Systems, Inc.",,US,US,Pittsford,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN130033,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Charnwood Dynamics , Ltd.",,Europe,GB,"Rothley, Leicestershire",,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K033514,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Chesebrough-Pond'S U.S.A. Co.,,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K833923,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Ciba Corning Diagnostics Corp.,,US,US,East Walpole,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K875117,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Ciba Vision Corporation,,US,US,Duluth,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K993949,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Cnd Global Technologies, Inc.",,US,US,Cumberland,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K190234,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Cobe Laboratories, Inc.",,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K830629,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Codonics.Incorporated,,US,US,Middleburg Heights,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K251352,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Colon Therapeutics,,US,US,Groves,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K972455,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Concord/Portex,,US,US,Keene,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K912043,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Copal, Inc.",,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K832721,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"CSA Medical, Inc.",,US,US,Lexington,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K171522,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Currie Medical Specialties, Inc.",,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K830333,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Daesung America Co., Inc.",,US,US,Fort Lee,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K892978,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Den Tek Oral Care, Inc.",,US,US,Washington,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K083400,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Denttio, Inc.",,US,US,Los Angeles,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K153144,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Deseret Medical, Inc.",,US,US,Sandy,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K904121,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Devon Industries, Inc.",,US,US,Chatsworth,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K954015,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Diasonics, Inc.",,US,US,Walker,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K813217,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Dxrad Solutions , Ltd.",,US,US,Deer Field,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K082261,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Dynarad Corp.,,US,US,Deer Park,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K932354,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
E.M. Adams,,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K813260,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Empi,,US,US,Arden Hills,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K890604,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Engineered Medical Systems,,US,US,Indianapolis,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K000314,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Epm Information Systems, Inc.",,US,US,Midlothian,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K923033,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Erbe USA, Inc.",,US,US,Dacula,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K972269,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Eyekor, LLC",,US,US,North Reading,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K130453,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Facial Alveodental Implant Rehabilitation, Inc.",,US,US,Vallejo,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K852305,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Feops NV,,Europe,BE,Gent-Zwijnaarde,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN200030,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"First Source, Inc.",,US,US,Rochester,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K240009,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Fluidotherapy Corp.,,US,US,Houston,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K850640,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Foshan Care Medical Technology Co., Ltd.",,US,US,Carmichael,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K101552,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Freespira, Inc.",,US,US,Kirkland,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K233337,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Fresenius Medical Care North America,,US,US,Lexington,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K000451,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Fujirebio Dianostics, Inc.",,US,US,Malvern,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K191973,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Fukuda Denshi USA, Inc.",,US,US,Kirkland,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K871385,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Ge Dec Medical Systems,,US,US,Salt Lake City,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K951765,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Ge Medical Systems Information Technologies,,US,US,Wallingford,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K900302,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Ge Oec Medical Systems, Inc.",,US,US,Salt Lake City,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K172550,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Gleamer Sas,,Europe,FR,Paris,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K241593,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Glidewell Laboratories-Sleep Devices Group,,US,US,Irvine,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K121365,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Grove Video Corp.,,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K821571,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Gulf Medical Technologies, Inc.",,US,US,"Puerto Rico, Oo639",,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K900212,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Gyrus Acmi, Inc.",,US,US,Southborough,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K110852,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Hammer-Plane, Inc.",,US,US,Simi Valley,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K950098,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Healthdirections, Inc.",,US,US,Morrisville,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K883812,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Heartlab, Inc.",,US,US,Providence,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K954479,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Hemedex Incorporated,,US,US,Cambridge,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K141869,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Hitachi Aloka Medical,Ltd. (Hitachi Aloka Medical",,US,US,Wallingford,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K122537,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Hospal Medical Corp.,,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K771105,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Huntleigh Healthcare, Inc.",,US,US,Manalapan,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K963711,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Huntsville Rehabilitation Foundation,,US,US,Huntsville,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K911568,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Hyland Therapeutic Div., Travenol Laboratories",,US,US,Walker,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K820192,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
I3 Membrane GmbH,,Europe,DE,Radeberg,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K222727,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Imagexray, LLC",,US,US,Nutley,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K212523,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Imatron, Inc.",,US,US,South San Fransisco,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K864046,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Imd, Inc.",,US,US,Franklin Lakes,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K863133,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Implant Management of America,,US,US,Miami,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K961861,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Implantech Associates, Inc.",,US,US,Washington,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K964846,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"In Light Wellness Systems, Inc.",,US,US,Albuquerque,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K153389,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Indiba USA, Inc.",,US,US,Palo Alto,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K161458,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Innovative Neurological Devices, LLC",,US,US,Carmel,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K182311,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Intec Medical, Inc.",,US,US,Danvers,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K903840,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Integra Neurosciences,,US,US,San Diego,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K031086,1,1,远程监测风险分层与异常预警,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
