companyName,productName,productType,indicationOrUse,sourceType,regulatoryOrDirectoryId,approvalOrListingDate,status,sourceUrl,categories,evidenceStrength
"Abbott Diabetes Care, Inc.","PRECISION XCEED PRO BLOOD GLUCOSE AND B-KETONE MONITORING SYSTEM WITH MODELS BGMS:70900-03, 70090-02, G3CH STRIPS",remote_patient_monitoring,FDA 510(k) K080960; 2008-09-05; product code NBW,openfda_device_510k,K080960,2008-09-05,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K080960,remote_patient_monitoring,strong_official_product
"Abbott Diabetes Care, Inc.","PRECISION XTRA BLOOD B KETONE TEST STRIPS, OPTIUM BLOOD B KETONE TEST STRIPS",digital_health_or_medical_device_software,FDA 510(k) K060768; 2006-04-21; product code JIN,openfda_device_510k,K060768,2006-04-21,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K060768,,strong_official_product
Abbott Laboratories,SOF-TACT DIABETES MANAGEMENT SYSTEM; SOF-TACT GLUCOSE TEST STRIP; PRECISION CONTROL SOLUTIONS,digital_health_or_medical_device_software,FDA 510(k) K001993; 2000-11-13; product code LFR,openfda_device_510k,K001993,2000-11-13,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K001993,chronic_disease_management,strong_official_product
ABBOTT MEDICAL,OPTIS Mobile Next Imaging System (1014932); OPTIS Integrated Next Imaging System (1014933); Ultreon 3.0 Software Upgrade Kit (ULTR300001),samd_or_medical_software,FDA 510(k) K253459; 2026-04-24; product code NQQ,openfda_device_510k,K253459,2026-04-24,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K253459,samd,strong_official_product
Abigo Medical AB,Sorbact Wound Dressing-Ribbon Gauze,digital_health_or_medical_device_software,FDA 510(k) K171225; 2017-08-21; product code FRO,openfda_device_510k,K171225,2017-08-21,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K171225,,strong_official_product
"Access Vascular, Inc.","HydroPICC 4Fr Single Lumen Marked catheter, 130 cm guidewire  - Basic Kit (70001201); HydroPICC 4Fr Single Lumen Marked catheter, 70 cm guidewire  - Basic Kit (70001202); HydroPICC 4Fr Single Lumen Marked catheter, Maximal Barrier kit (70001204); HydroPICC 4Fr Single Lumen Marked catheter, Mobile Maximal Barrier Kit (90001204)",digital_health_or_medical_device_software,FDA 510(k) K243941; 2025-01-17; product code LJS,openfda_device_510k,K243941,2025-01-17,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K243941,,strong_official_product
"ACON Laboratories, Inc.",ON CALL PLUS DIABETES MONITORING SOFTWARE,samd_or_medical_software,FDA 510(k) K101371; 2011-01-07; product code NBW,openfda_device_510k,K101371,2011-01-07,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K101371,samd; remote_patient_monitoring; chronic_disease_management,strong_official_product
"Actigraph, LLC",ActiGraph LEAP activity monitor (ActiGraph LEAP),digital_health_or_medical_device_software,FDA 510(k) K231532; 2023-06-23; product code LEL,openfda_device_510k,K231532,2023-06-23,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K231532,,strong_official_product
Ada Health,Ada,digital_health_or_medical_device_software,德国 AI 问诊/症状评估公司,round2_seed,,,,https://ada.com/,online_consultation; health_management_platform; patient_engagement,seed_only
Ada Health,Ada,digital_health_or_medical_device_software,"Health. Powered by Ada.; Hi. We&#x27;re Ada. Our symptom assessment helps people manage their health, and our enterprise solutions help our partners improve health and care. See how we can help you too.",round2_company_site,,,,https://ada.com/,health_management_platform; patient_engagement,strong_company_site
"Adaptive Video, Inc.",AD/V IMAGEPLEX(TM),digital_health_or_medical_device_software,FDA 510(k) K943158; 1994-11-22; product code LMD,openfda_device_510k,K943158,1994-11-22,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K943158,,strong_official_product
ADAS3D医疗有限公司,心血管图像处理软件Medical device imaging software in the clinical domain of cardiology,samd_or_medical_software,NMPA UDI 08437021722048; GS1; ADAS 3D，发布版本2.6,nmpa_udi,08437021722048,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0843702172204820260416013910405,samd,strong_official_product
ADAS3D医疗有限公司,心血管图像处理软件Medical device imaging software in the clinical domain of cardiology,samd_or_medical_software,国械注进20232210618; 该产品由软件安装文件和授权文件组成，功能模块包括左心室增强分析模块、右心室厚度分析模块、左心房增强分析模块、心脏解剖信息提取分析模块、影像配准多模态工具模块、对照3D多模态工具模块、增强量化工具（左心室和左心房）模块和病例研究存储数据库模块。发布版本2.6,nmpa_udi_detail,国械注进20232210618,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0843702172204820260416013910405,samd,strong_official_product
"Adsis , Ltd.",REMOTE PRESENCE AND CARE SYSTEM (RPCS 5000),digital_health_or_medical_device_software,FDA 510(k) K010791; 2001-06-08; product code DXH,openfda_device_510k,K010791,2001-06-08,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K010791,,strong_official_product
"Advanced Brain Monitoring, Inc.",SLEEP PROFILER,digital_health_or_medical_device_software,FDA 510(k) K120450; 2012-09-19; product code OLZ,openfda_device_510k,K120450,2012-09-19,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K120450,sleep_health,strong_official_product
"Advanced Planimetric Services, LLC",PICTZAR DIGITAL PLANIMETRY SOFTWARE APPLICATION 7.0,samd_or_medical_software,FDA 510(k) K130165; 2013-08-30; product code FXN,openfda_device_510k,K130165,2013-08-30,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K130165,samd,strong_official_product
"Agamatrix, Inc.","IBGSTAR BLOOD GLUCOSE MONITORING SYSTEM, IBGSTAR DIABETES MANAGER APPLICATION, REV D",samd_or_medical_software,FDA 510(k) K103544; 2011-12-07; product code NBW,openfda_device_510k,K103544,2011-12-07,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K103544,samd; remote_patient_monitoring; chronic_disease_management,strong_official_product
Agfa Healthcare Corporation,AGFA COMPUTED RADIOGRAPHY SYSTEMS WITH NX2008 WORKSTATIONS,digital_health_or_medical_device_software,FDA 510(k) K081963; 2008-07-25; product code MQB,openfda_device_510k,K081963,2008-07-25,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K081963,,strong_official_product
Akili,EndeavorRx; EndeavorOTC,digital_therapeutics_or_dtx,知名数字疗法/认知治疗公司,round2_seed,,,,https://www.akiliinteractive.com/,digital_therapeutics; mental_health,seed_only
Akili,EndeavorRx; EndeavorOTC,digital_health_or_medical_device_software,Akili Interactive; Akili Interactive is a prescription digital medicine company combining scientific and clinical rigor with the ingenuity of the tech industry to reinvent medicine.,round2_company_site,,,,https://www.akiliinteractive.com/,mental_health,strong_company_site
"Akzona, Inc.",ORGANON ARTERIAL BLOOD SAMPLER,digital_health_or_medical_device_software,FDA 510(k) K801435; 1980-07-18; product code CBT,openfda_device_510k,K801435,1980-07-18,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K801435,,strong_official_product
"Alert Care, Inc.",ELD-ARONDAK CHAIR,digital_health_or_medical_device_software,FDA 510(k) K926053; 1993-03-22; product code INM,openfda_device_510k,K926053,1993-03-22,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K926053,,strong_official_product
"Ali-Oop Co., Inc.",DEVICE FOR REPOSITIONING A BET PATIENT,digital_health_or_medical_device_software,FDA 510(k) K813356; 1982-02-10; product code FNJ,openfda_device_510k,K813356,1982-02-10,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K813356,,strong_official_product
Allergan Medical Optics,AMO ELITE,digital_health_or_medical_device_software,FDA 510(k) K924235; 1992-12-23; product code HQC,openfda_device_510k,K924235,1992-12-23,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K924235,,strong_official_product
American Pharmaseal Div. Ahsc,AIRLIFE ARTERIAL BLOOD GAS SAMPLING SYRINGE,digital_health_or_medical_device_software,FDA 510(k) K870720; 1987-03-17; product code CBT,openfda_device_510k,K870720,1987-03-17,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K870720,,strong_official_product
American Sleep Association,ASA ORAL APPLIANCES,samd_or_medical_software,FDA 510(k) K130504; 2013-10-18; product code LRK,openfda_device_510k,K130504,2013-10-18,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K130504,samd,strong_official_product
"American Threshold Industries, Inc.","DRAW SHEET, ANTI-MICROBIAL",digital_health_or_medical_device_software,FDA 510(k) K832487; 1984-02-13; product code KME,openfda_device_510k,K832487,1984-02-13,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K832487,,strong_official_product
Amwell,Amwell platform,remote_patient_monitoring,美国远程医疗平台,round2_seed,,,,https://business.amwell.com/,remote_patient_monitoring; internet_healthcare,seed_only
Amwell,Amwell platform,digital_health_or_medical_device_software,"Your Partner in Care Delivery | Amwell; Discover how Amwell supports payers and providers with a seamless technology-based platform, improving access to care across programs and partners.",round2_company_site,,,,https://business.amwell.com/,internet_healthcare,strong_company_site
"Analytical Products, Inc.",ARTAP ARTERIAL BLOOD SAMPLING DEVICE,digital_health_or_medical_device_software,FDA 510(k) K843360; 1984-10-31; product code CBT,openfda_device_510k,K843360,1984-10-31,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K843360,,strong_official_product
"Andon Medical Co., Ltd.",AG-608 BLOOD GLUCOSE MONITORING SYSTEM AND AG-610 BLOOD GLUCOSE MONITORING SYSTEM,remote_patient_monitoring,FDA 510(k) K093262; 2010-07-13; product code NBW,openfda_device_510k,K093262,2010-07-13,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K093262,remote_patient_monitoring,strong_official_product
"Andover Medical, Inc.",HOLTER KIT MODEL #5000 SERIES,digital_health_or_medical_device_software,FDA 510(k) K823414; 1982-12-30; product code DSH,openfda_device_510k,K823414,1982-12-30,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K823414,,strong_official_product
"Andros Analyzers, Inc.",ANGIOTEC ZX DIGITAL IMAGE PROCESSOR,digital_health_or_medical_device_software,FDA 510(k) K892869; 1989-05-26; product code LLZ,openfda_device_510k,K892869,1989-05-26,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K892869,,strong_official_product
"Angiosystems, Inc.",MEDICAL PROCEDURE KITS/ARTERIAL BLOOD SAMPLING,digital_health_or_medical_device_software,FDA 510(k) K905464; 1991-05-31; product code CBT,openfda_device_510k,K905464,1991-05-31,Unknown,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K905464,,strong_official_product
Animas Corp.,EZMANAGER MAX DIABETES MANAGEMENT SOFTWARE,samd_or_medical_software,FDA 510(k) K063674; 2007-03-30; product code LZG,openfda_device_510k,K063674,2007-03-30,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K063674,samd; chronic_disease_management,strong_official_product
"Anulex Technologies, Inc.",FIXATE TISSUE BAND,digital_health_or_medical_device_software,FDA 510(k) K112849; 2011-10-27; product code GZB,openfda_device_510k,K112849,2011-10-27,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K112849,,strong_official_product
Apex Medical Corp.,"BIOSCOPE SD TENS, ARISTA SD PLUS, AP-102080T",digital_health_or_medical_device_software,FDA 510(k) K970429; 1997-04-29; product code GZJ,openfda_device_510k,K970429,1997-04-29,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K970429,,strong_official_product
