companyName,productName,region,country,city,tier,categories,sourceType,sourceQuery,sourceUrl,capturedAt,evidenceSummary,confidence,privacyFlag,evidenceStrength,discoveryRound,seeded
济民健康管理股份有限公司,血液透析浓缩液,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=13762f50-3526-4193-a68e-d59e7eaf846f,2026-05-14,NMPA UDI 06972137490013; GS1; JM201401A(5L),0.84,company_product_public,strong_official_product,round1,no
济民健康管理股份有限公司,血液透析浓缩液,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=5766bb42-6fbf-4252-b655-7ebe9a273716,2026-05-14,NMPA UDI 06972137490037; GS1; JM201401A(10L),0.84,company_product_public,strong_official_product,round1,no
济民健康管理股份有限公司,血液透析浓缩液,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=be97e3bd-69a6-4f7e-9b54-3a21e78326b7,2026-05-14,NMPA UDI 06972137490051; GS1; JM201401B(6L),0.84,company_product_public,strong_official_product,round1,no
济民健康管理股份有限公司,血液透析浓缩液,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=df8a7ce3-93a2-4804-873a-31fe0eebc17c,2026-05-14,NMPA UDI 06972137490075; GS1; JM201401B(9L),0.84,company_product_public,strong_official_product,round1,no
济民健康管理股份有限公司,血液透析浓缩液,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=76c1515f-b5ae-4c1f-a2b9-d508d66922ad,2026-05-14,NMPA UDI 06972137490099; GS1; JM201401B(10L),0.84,company_product_public,strong_official_product,round1,no
济民健康管理股份有限公司,血液透析浓缩液,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=51b42893-ae70-4d49-b9e0-7efae3c882fe,2026-05-14,NMPA UDI 06972137490112; GS1; JM201401B(12L),0.84,company_product_public,strong_official_product,round1,no
济民健康管理股份有限公司,血液透析浓缩液,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=4fc2abce-48d5-4a21-9a85-511cc0503447,2026-05-14,NMPA UDI 06972137490136; GS1; JM201402A(5L),0.84,company_product_public,strong_official_product,round1,no
济民健康管理股份有限公司,血液透析浓缩液,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=70ccb72c-9042-4fd4-b63b-99895b973a95,2026-05-14,NMPA UDI 06972137490150; GS1; JM201402A(10L),0.84,company_product_public,strong_official_product,round1,no
济民健康管理股份有限公司,血液透析浓缩液,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=cab332d2-3976-48f0-b53c-4653d5624176,2026-05-14,NMPA UDI 06972137490174; GS1; JM201402B(6L),0.84,company_product_public,strong_official_product,round1,no
济民健康管理股份有限公司,血液透析浓缩液,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=d2504167-52e9-4da5-9901-4405ce76e565,2026-05-14,NMPA UDI 06972137490198; GS1; JM201402B(9L),0.84,company_product_public,strong_official_product,round1,no
济民健康管理股份有限公司,血液透析浓缩液,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0aed2f55-f51a-490b-bc5c-32abdcce84ac,2026-05-14,NMPA UDI 06972137490211; GS1; JM201402B(10L),0.84,company_product_public,strong_official_product,round1,no
济民健康管理股份有限公司,预充式导管冲洗器,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697213749104120220415105508034,2026-05-14,NMPA UDI 06972137491041; GS1; 3ml,0.84,company_product_public,strong_official_product,round1,no
济民健康管理股份有限公司,预充式导管冲洗器,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697213749105820220415105813032,2026-05-14,NMPA UDI 06972137491058; GS1; 5ml,0.84,company_product_public,strong_official_product,round1,no
济民健康管理股份有限公司,预充式导管冲洗器,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697213749106520220415110053364,2026-05-14,NMPA UDI 06972137491065; GS1; 10ml,0.84,company_product_public,strong_official_product,round1,no
华思（天津）医疗健康管理有限公司,心电记录仪,China,CN,,A,remote_patient_monitoring; health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953301820211129045233470,2026-05-14,NMPA UDI 06974529533018; GS1; ECG-12,0.84,company_product_public,strong_official_product,round1,no
广州视景医疗软件有限公司,视觉功能训练治疗软件,China,CN,广州,A,digital_therapeutics; samd,nmpa_udi,医疗软件,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697104746013020260330021851550,2026-05-14,NMPA UDI 06971047460130; GS1; SJ-MRS2016,0.84,company_product_public,strong_official_product,round1,no
广州视景医疗软件有限公司,视觉功能训练治疗软件,China,CN,广州,A,digital_therapeutics; samd,nmpa_udi,医疗软件,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697104746015420260330022516896,2026-05-14,NMPA UDI 06971047460154; GS1; SJ-MPRS2020,0.84,company_product_public,strong_official_product,round1,no
广州视景医疗软件有限公司,视觉功能训练治疗软件,China,CN,广州,A,digital_therapeutics; samd,nmpa_udi,医疗软件,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697104746016120260330022655847,2026-05-14,NMPA UDI 06971047460161; GS1; SJ-WRS2016,0.84,company_product_public,strong_official_product,round1,no
广州视景医疗软件有限公司,视觉功能训练治疗软件,China,CN,广州,A,digital_therapeutics; samd,nmpa_udi,医疗软件,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697104746014720260330022313332,2026-05-14,NMPA UDI 06971047460147; GS1; SJ-RS-WL2015,0.84,company_product_public,strong_official_product,round1,no
广州视景医疗软件有限公司,视觉功能训练治疗软件,China,CN,广州,A,digital_therapeutics; samd,nmpa_udi,医疗软件,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697104746017820260330023033072,2026-05-14,NMPA UDI 06971047460178; GS1; SJ-HRS2020,0.84,company_product_public,strong_official_product,round1,no
广州视景医疗软件有限公司,视觉功能训练治疗软件,China,CN,广州,A,digital_therapeutics; samd,nmpa_udi,医疗软件,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697104746018520260330023251946,2026-05-14,NMPA UDI 06971047460185; GS1; SJ-JRS2021,0.84,company_product_public,strong_official_product,round1,no
广州视景医疗软件有限公司,视觉功能训练治疗软件,China,CN,广州,A,digital_therapeutics; samd,nmpa_udi,医疗软件,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697104746019220260330023517651,2026-05-14,NMPA UDI 06971047460192; GS1; SJ-HRS2022,0.84,company_product_public,strong_official_product,round1,no
广州视景医疗软件有限公司,视觉功能训练治疗软件,China,CN,广州,A,digital_therapeutics; samd,nmpa_udi,医疗软件,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697104746020820260330023741972,2026-05-14,NMPA UDI 06971047460208; GS1; SJ-JRS2023,0.84,company_product_public,strong_official_product,round1,no
广州视景医疗软件有限公司,视觉功能训练治疗软件,China,CN,广州,A,digital_therapeutics; samd,nmpa_udi,医疗软件,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697104746021520260330023935953,2026-05-14,NMPA UDI 06971047460215; GS1; SJ-NRS2023,0.84,company_product_public,strong_official_product,round1,no
广州视景医疗软件有限公司,视觉功能训练治疗软件,China,CN,广州,A,digital_therapeutics; samd,nmpa_udi,医疗软件,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697104746022220260330024121658,2026-05-14,NMPA UDI 06971047460222; GS1; SJ-PRS2018,0.84,company_product_public,strong_official_product,round1,no
广州视景医疗软件有限公司,视觉功能训练治疗软件,China,CN,广州,A,digital_therapeutics; samd,nmpa_udi,医疗软件,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697104746012320260330020926099,2026-05-14,NMPA UDI 06971047460123; GS1; SJ-RS-GP2008,0.84,company_product_public,strong_official_product,round1,no
北京锐视康科技发展有限公司,远程医疗会诊系统软件,China,CN,北京,A,samd; remote_patient_monitoring,nmpa_udi,医疗软件,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697399055003620220429111501082,2026-05-14,NMPA UDI 06973990550036; GS1; CS+,0.84,company_product_public,strong_official_product,round1,no
爱乔（上海）医疗科技有限公司,爱乔医疗交互软件,China,CN,上海,A,samd,nmpa_udi,医疗软件,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697153589112520220518112542940,2026-05-14,NMPA UDI 06971535891125; GS1; AQS02,0.84,company_product_public,strong_official_product,round1,no
爱乔（上海）医疗科技有限公司,爱乔医疗交互软件,China,CN,上海,A,samd,nmpa_udi,医疗软件,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697153589102620211215105645730,2026-05-14,NMPA UDI 06971535891026; GS1; AQS01,0.84,company_product_public,strong_official_product,round1,no
深圳星康医疗科技有限公司,动态心电分析软件,China,CN,深圳,A,samd; remote_patient_monitoring; clinical_workflow,nmpa_udi_detail,0697521590151720260512042339217,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697521590151720260512042339217,2026-05-14,粤械注准20202211234; 适用于动态心电图数据的分析，分析的结果将用于协助医务人员进行临床分析和诊断。,0.88,company_product_public,strong_official_product,round1,no
广州安必平医药科技股份有限公司,宫颈细胞数字病理图像辅助诊断软件,China,CN,广州,A,samd; clinical_workflow,nmpa_udi_detail,0694850093468220260509111140206,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694850093468220260509111140206,2026-05-14,国械注准20263210644; 数字病理图像(采用病理切片扫描仪对采用膜式液基薄层细胞学(膜式法)和沉降式液基薄层细胞学(沉降式法)制备方法制备的宫颈细胞学涂片进行扫描，形成宫颈细胞学数字病理图像)进行全片分析，对疑似病变细胞进行自动识别和标记并给出诊断提示，其结果供执业细胞学病理医师参考，阅片病理医生不应仅针对提示的疑似病变细胞进行审查，还应针对全部数字图片进行审查。该软件作为执业细胞学病理医师进行宫颈细胞学检查时的辅助诊断工具，其提示的诊断结果和标记的疑似病变细胞不能作为临床诊断决策的唯一依据，不适用于宫颈癌筛查。本产品适用于采用液基薄层细胞学技术进行宫颈细胞学检查的人群(经历过放疗治疗患者和经历过宫颈全切手术治疗患者除外)。预期使用者/目标用户为经过培训的执业细胞学病理医师。,0.88,company_product_public,strong_official_product,round1,no
深圳麦科田生物医疗技术股份有限公司,中央监护系统软件,China,CN,深圳,A,samd,nmpa_udi_detail,0692680261465520260509060024941,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0692680261465520260509060024941,2026-05-14,粤械注准20212211668; 通过有线或无线网络获取监护设备的生命体征信息、输注设备的输注信息，供医疗机构对患者的生命体征、输注信息进行集中监护和管理。,0.88,company_product_public,strong_official_product,round1,no
深圳麦科田生物医疗技术股份有限公司,中央监护系统软件,China,CN,深圳,A,samd,nmpa_udi_detail,0692680261464820260509055950241,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0692680261464820260509055950241,2026-05-14,粤械注准20212211668; 通过有线或无线网络获取监护设备的生命体征信息、输注设备的输注信息，供医疗机构对患者的生命体征、输注信息进行集中监护和管理。,0.88,company_product_public,strong_official_product,round1,no
深圳麦科田生物医疗技术股份有限公司,中央监护系统软件,China,CN,深圳,A,samd,nmpa_udi_detail,0692680261463120260509055903124,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0692680261463120260509055903124,2026-05-14,粤械注准20212211668; 通过有线或无线网络获取监护设备的生命体征信息、输注设备的输注信息，供医疗机构对患者的生命体征、输注信息进行集中监护和管理。,0.88,company_product_public,strong_official_product,round1,no
深圳麦科田生物医疗技术股份有限公司,中央监护系统软件,China,CN,深圳,A,samd,nmpa_udi_detail,0692680261460020260509055741246,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0692680261460020260509055741246,2026-05-14,粤械注准20212211668; 通过有线或无线网络获取监护设备的生命体征信息、输注设备的输注信息，供医疗机构对患者的生命体征、输注信息进行集中监护和管理。,0.88,company_product_public,strong_official_product,round1,no
执鼎医疗科技有限公司,眼科影像存储与传输软件,China,CN,,A,samd,nmpa_udi_detail,0697304719107620260508030807326,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697304719107620260508030807326,2026-05-14,浙械注准20202210906; 眼科影像存储与传输软件是一个WEB应用软件，技术架构为BS架构。该软件用于对患者信息、患者的检查信息和影像信息进行管理。客户通过PC端的WEB浏览器进行操作。,0.88,company_product_public,strong_official_product,round1,no
长沙爱孕记医疗科技有限公司,产前超声影像传输处理软件,China,CN,,A,samd; remote_patient_monitoring,nmpa_udi_detail,273c8003f6164690916f8a3fdc31996c,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=273c8003f6164690916f8a3fdc31996c,2026-05-14,湘械注准20252210246; 适用于产前超声影像的显示、传输与存储，用于远程会诊。不具有自动识别病变部位或自动判定病变性质的功能。,0.88,company_product_public,strong_official_product,round1,no
长沙爱孕记医疗科技有限公司,产前超声影像传输处理软件,China,CN,,A,samd; remote_patient_monitoring,nmpa_udi_detail,aca22e4b290d4bc6beb18a4f6809902f,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=aca22e4b290d4bc6beb18a4f6809902f,2026-05-14,湘械注准20252210246; 适用于产前超声影像的显示、传输与存储，用于远程会诊。不具有自动识别病变部位或自动判定病变性质的功能。,0.88,company_product_public,strong_official_product,round1,no
长沙爱孕记医疗科技有限公司,产前超声影像传输处理软件,China,CN,,A,samd; remote_patient_monitoring,nmpa_udi_detail,cacdbf8172a447d59acf6e9879dfee62,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=cacdbf8172a447d59acf6e9879dfee62,2026-05-14,湘械注准20252210246; 适用于产前超声影像的显示、传输与存储，用于远程会诊。不具有自动识别病变部位或自动判定病变性质的功能。,0.88,company_product_public,strong_official_product,round1,no
麦康迪（绍兴）科技有限公司,骨骼肌指数 CT 影像处理软件,China,CN,,A,samd; clinical_workflow,nmpa_udi_detail,6479ba87437042aeb1168a1c055b35ca,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=6479ba87437042aeb1168a1c055b35ca,2026-05-14,浙械注准20252212016; 产品适用于医疗机构对符合 DICOM 标准的终末期肝病或肝移植患者的 L3 腰椎影像进行图像导入、处理、显示和保存，不包括自动诊断功能。,0.88,company_product_public,strong_official_product,round1,no
北京品驰医疗设备股份有限公司,远程程控通信软件,China,CN,北京,A,samd; remote_patient_monitoring; clinical_workflow,nmpa_udi_detail,0695980960560920250409110149243,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0695980960560920250409110149243,2026-05-14,京械注准20252210036; 医生客户端软件 发布版本4.5,0.88,company_product_public,strong_official_product,round1,no
